N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,3,3
1,alla_rancho,el_rancho_anonymous,1,1
2,kansas,roses,1,1
3,prelude,dakota,0,0
4,sadness,youdbesonice,1,1
5,rendezvous,idreamed,5,5
6,mojoworkout,gotmymojoworking,1,1
7,hessofine,mysweetlord,6,6
8,keeponsinging,keeponsingingtwo,6,6
9,dirlada,loopdilove,0,0
10,uncantoagalicia,bisschenfrieden,6,6
11,lifeisarock,menusong,3,3
12,ithinkaboutyou,ithinkaboutyoutwo,0,0
13,greengrassgrows,superstring,3,3
14,gehtsparkasse,begood,3,3
15,heartbeat,getoveryou,3,3
16,blessees,janine,3,3
