N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,whisper,wishing_song,2,2
2,does_anybody,bali,2,2
3,spider,desert_song,2,2
4,old_eli,someday_prince,2,2
5,alla_rancho,el_rancho_anonymous,2,2
6,chatterbox_carew,chatterbox_jerome,2,2
7,kansas,roses,2,2
8,prelude,dakota,2,2
9,vagyok,perhaps,2,2
10,messiah,fence,2,2
11,shepherd,beginthebeguine,2,2
12,amothersprayer,myownsweet,2,2
13,sadness,youdbesonice,2,2
14,motheranddad,nearyou,2,2
15,thehappywhistler,sanfranciscobrewingad,2,2
16,mygodandi,mygodanditwo,2,2
17,goodnight,whilewedream,2,2
18,mizpahshalom,shalom,2,2
19,evangelimann,mitternachtstango,2,2
20,mojoworkout,gotmymojoworking,2,2
21,sognonostalgico,girlinthedark,2,2
22,hessofine,mysweetlord,2,2
23,daybyday,themetodayshow,1,1
24,keeponsinging,keeponsingingtwo,2,2
25,dirlada,loopdilove,1,1
26,letitend,howdeepisyourlove,2,2
27,pourtoi,feelings,2,2
28,uncantoagalicia,bisschenfrieden,2,2
29,lifeisarock,menusong,0,0
30,greengrassgrows,superstring,1,1
31,gehtsparkasse,begood,0,0
32,heartbeat,getoveryou,0,0
33,gumtree,downunder,2,2
34,blessees,janine,0,0
