N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,light_myLife,lady_divine_pt3,0,0
3,confessing,starlight,0,0
4,o_gladsome,o_light,0,0
5,alla_rancho,el_rancho_anonymous,0,0
6,whisper_to_me,itallcomes,0,0
7,shepherd,beginthebeguine,0,0
8,sadness,youdbesonice,0,0
9,twilightwaltz,calledlove,0,0
10,thehappywhistler,sanfranciscobrewingad,0,0
11,hessofine,mysweetlord,0,0
12,jeanniemichele,themeatimetolove,2,2
13,keeponsinging,keeponsingingtwo,1,1
14,pourtoi,feelings,0,0
15,tillyou,phantomoftheopera,0,0
16,whereareyounow,whereareyou,0,0
17,gehtsparkasse,begood,0,0
18,heartbeat,getoveryou,0,0
19,reich,niveau,0,0
