N,Song1,Song2,Algo,Embedding,Perc
0,alla_rancho,el_rancho_anonymous,Spectral,300,21.74
1,alla_rancho,el_rancho_anonymous,Spectral,100,4.35
2,alla_rancho,el_rancho_anonymous,Spectral,200,0.0
3,alla_rancho,el_rancho_anonymous,Spectral,50,17.39
4,alla_rancho,el_rancho_anonymous,Spectral,150,2.9
