N,Song1,Song2,Algo,Embedding,Perc
0,goodnight,whilewedream,Spectral,300,7.25
1,goodnight,whilewedream,Spectral,100,14.49
2,goodnight,whilewedream,Spectral,200,13.04
3,goodnight,whilewedream,Spectral,50,75.36
4,goodnight,whilewedream,Spectral,150,17.39
