N,Song1,Song2,Algo,Embedding,Perc
0,whisper_to_me,itallcomes,Spectral,300,4.35
1,whisper_to_me,itallcomes,Spectral,100,1.45
2,whisper_to_me,itallcomes,Spectral,200,10.14
3,whisper_to_me,itallcomes,Spectral,50,17.39
4,whisper_to_me,itallcomes,Spectral,150,0.0
