N,Song1,Song2,Algo,Embedding,Perc
0,daybyday,themetodayshow,Spectral,300,5.8
1,daybyday,themetodayshow,Spectral,100,0.0
2,daybyday,themetodayshow,Spectral,200,98.55
3,daybyday,themetodayshow,Spectral,50,7.25
4,daybyday,themetodayshow,Spectral,150,98.55
