N,Song1,Song2,Algo,Embedding,Perc
0,kansas,roses,Spectral,300,4.35
1,kansas,roses,Spectral,100,7.25
2,kansas,roses,Spectral,200,1.45
3,kansas,roses,Spectral,50,26.09
4,kansas,roses,Spectral,150,10.14
