N,Song1,Song2,Algo,Embedding,Perc
0,tonighthesailedagain,iloveyouyesido,Spectral,300,24.64
1,tonighthesailedagain,iloveyouyesido,Spectral,100,0.0
2,tonighthesailedagain,iloveyouyesido,Spectral,200,1.45
3,tonighthesailedagain,iloveyouyesido,Spectral,50,0.0
4,tonighthesailedagain,iloveyouyesido,Spectral,150,0.0
