N,Song1,Song2,Cluster_1,Cluster_2
0,amothersprayer,myownsweet,2,2
1,sadness,youdbesonice,3,3
2,hessofine,mysweetlord,1,1
3,jeanniemichele,themeatimetolove,1,1
4,keeponsinging,keeponsingingtwo,1,1
5,dirlada,loopdilove,5,5
6,letitend,howdeepisyourlove,5,5
7,lifeisarock,menusong,4,4
8,ithinkaboutyou,ithinkaboutyoutwo,1,1
9,greengrassgrows,superstring,8,8
10,whereareyounow,whereareyou,1,1
11,gehtsparkasse,begood,3,3
12,heartbeat,getoveryou,3,3
13,blessees,janine,3,3
14,reich,niveau,1,1
