N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,4,4
1,alla_rancho,el_rancho_anonymous,0,0
2,messiah,fence,3,3
3,shepherd,beginthebeguine,0,0
4,sadness,youdbesonice,1,1
5,twilightwaltz,calledlove,4,4
6,motheranddad,nearyou,0,0
7,mizpahshalom,shalom,0,0
8,evangelimann,mitternachtstango,0,0
9,sognonostalgico,girlinthedark,1,1
10,dirlada,loopdilove,4,4
11,letitend,howdeepisyourlove,4,4
12,lifeisarock,menusong,3,3
13,es,hey,0,0
14,ithinkaboutyou,ithinkaboutyoutwo,0,0
15,gehtsparkasse,begood,1,1
16,heartbeat,getoveryou,1,1
17,blessees,janine,1,1
