N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,2,2
1,lady_love,word_warning,1,1
2,spider,desert_song,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,0,0
5,sadness,youdbesonice,2,2
6,motheranddad,nearyou,2,2
7,mygodandi,mygodanditwo,2,2
8,rendezvous,idreamed,2,2
9,mojoworkout,gotmymojoworking,2,2
10,sognonostalgico,girlinthedark,2,2
11,hessofine,mysweetlord,1,1
12,jeanniemichele,themeatimetolove,2,2
13,keeponsinging,keeponsingingtwo,1,1
14,dirlada,loopdilove,1,1
15,uncantoagalicia,bisschenfrieden,1,1
16,lifeisarock,menusong,0,0
17,tillyou,phantomoftheopera,2,2
18,ithinkaboutyou,ithinkaboutyoutwo,1,1
19,greengrassgrows,superstring,0,0
20,gehtsparkasse,begood,0,0
21,heartbeat,getoveryou,0,0
22,gumtree,downunder,0,0
23,blessees,janine,0,0
24,reich,niveau,1,1
