N,Song1,Song2,Algo,Embedding,Perc
0,lifeisarock,menusong,MiniBatch250,300,0.0
1,lifeisarock,menusong,MiniBatch250,100,13.04
2,lifeisarock,menusong,MiniBatch250,200,8.7
3,lifeisarock,menusong,MiniBatch250,50,0.0
4,lifeisarock,menusong,MiniBatch250,150,2.9
