N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,chatterbox_carew,chatterbox_jerome,3,3
2,prelude,dakota,1,1
3,shepherd,beginthebeguine,2,2
4,sadness,youdbesonice,2,2
5,motheranddad,nearyou,1,1
6,muehlebachbeersmith,timeformuehlebach,2,2
7,jeanniemichele,themeatimetolove,1,1
8,dirlada,loopdilove,1,1
9,pourtoi,feelings,2,2
10,uncantoagalicia,bisschenfrieden,1,1
11,lifeisarock,menusong,1,1
12,tillyou,phantomoftheopera,2,2
13,gehtsparkasse,begood,2,2
14,heartbeat,getoveryou,2,2
15,reich,niveau,2,2
