N,Song1,Song2,Algo,Embedding,Perc
0,mojoworkout,gotmymojoworking,MiniBatch1000,300,1.45
1,mojoworkout,gotmymojoworking,MiniBatch1000,100,18.84
2,mojoworkout,gotmymojoworking,MiniBatch1000,200,4.35
3,mojoworkout,gotmymojoworking,MiniBatch1000,50,1.45
4,mojoworkout,gotmymojoworking,MiniBatch1000,150,26.09
