N,Song1,Song2,Algo,Embedding,Perc
0,uncantoagalicia,bisschenfrieden,MiniBatch100,300,2.9
1,uncantoagalicia,bisschenfrieden,MiniBatch100,100,7.25
2,uncantoagalicia,bisschenfrieden,MiniBatch100,200,4.35
3,uncantoagalicia,bisschenfrieden,MiniBatch100,50,88.41
4,uncantoagalicia,bisschenfrieden,MiniBatch100,150,10.14
