N,Song1,Song2,Algo,Embedding,Perc
0,messiah,fence,MiniBatch100,300,0.0
1,messiah,fence,MiniBatch100,100,1.45
2,messiah,fence,MiniBatch100,200,0.0
3,messiah,fence,MiniBatch100,50,2.9
4,messiah,fence,MiniBatch100,150,0.0
