N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,KMean,300,1.45
1,thehappywhistler,sanfranciscobrewingad,KMean,100,1.45
2,thehappywhistler,sanfranciscobrewingad,KMean,200,5.8
3,thehappywhistler,sanfranciscobrewingad,KMean,50,1.45
4,thehappywhistler,sanfranciscobrewingad,KMean,150,0.0
