N,Song1,Song2,Algo,Embedding,Perc
0,amothersprayer,myownsweet,KMean,300,7.25
1,amothersprayer,myownsweet,KMean,100,0.0
2,amothersprayer,myownsweet,KMean,200,49.28
3,amothersprayer,myownsweet,KMean,50,82.61
4,amothersprayer,myownsweet,KMean,150,0.0
