N,Song1,Song2,Algo,Embedding,Perc
0,tonighthesailedagain,iloveyouyesido,KMean,300,14.49
1,tonighthesailedagain,iloveyouyesido,KMean,100,7.25
2,tonighthesailedagain,iloveyouyesido,KMean,200,0.0
3,tonighthesailedagain,iloveyouyesido,KMean,50,0.0
4,tonighthesailedagain,iloveyouyesido,KMean,150,0.0
