N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,whisper,wishing_song,1,1
2,chatterbox_carew,chatterbox_jerome,1,1
3,kansas,roses,0,0
4,kalamazoo_arnstein,kalamazoo_warren,0,0
5,motheranddad,nearyou,1,1
6,hessofine,mysweetlord,2,2
7,jeanniemichele,themeatimetolove,1,1
8,keeponsinging,keeponsingingtwo,0,0
9,letitend,howdeepisyourlove,0,0
10,uncantoagalicia,bisschenfrieden,0,0
11,es,hey,1,1
12,greengrassgrows,superstring,2,2
13,heartbeat,getoveryou,0,0
14,blessees,janine,0,0
