N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,confessing,starlight,1,1
2,whisper_to_me,itallcomes,1,1
3,shepherd,beginthebeguine,1,1
4,sadness,youdbesonice,1,1
5,muehlebachbeersmith,timeformuehlebach,1,1
6,hessofine,mysweetlord,1,1
7,jeanniemichele,themeatimetolove,2,2
8,pourtoi,feelings,1,1
9,lifeisarock,menusong,2,2
10,tillyou,phantomoftheopera,1,1
11,whereareyounow,whereareyou,1,1
12,gehtsparkasse,begood,1,1
13,heartbeat,getoveryou,1,1
14,reich,niveau,1,1
