N,Song1,Song2,Algo,Embedding,Perc
0,o_gladsome,o_light,GaussianMM,300,0.0
1,o_gladsome,o_light,GaussianMM,100,0.0
2,o_gladsome,o_light,GaussianMM,200,4.35
3,o_gladsome,o_light,GaussianMM,50,26.09
4,o_gladsome,o_light,GaussianMM,150,0.0
