N,Song1,Song2,Algo,Embedding,Perc
0,pourtoi,feelings,GaussianMM,300,0.0
1,pourtoi,feelings,GaussianMM,100,5.8
2,pourtoi,feelings,GaussianMM,200,11.59
3,pourtoi,feelings,GaussianMM,50,18.84
4,pourtoi,feelings,GaussianMM,150,4.35
