N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,confessing,starlight,0,0
2,lady_love,word_warning,0,0
3,whisper,wishing_song,0,0
4,does_anybody,bali,0,0
5,spider,desert_song,0,0
6,old_eli,someday_prince,0,0
7,alla_rancho,el_rancho_anonymous,0,0
8,chatterbox_carew,chatterbox_jerome,0,0
9,kansas,roses,0,0
10,whisper_to_me,itallcomes,0,0
11,kalamazoo_arnstein,kalamazoo_warren,0,0
12,prelude,dakota,0,0
13,vagyok,perhaps,0,0
14,messiah,fence,0,0
15,shepherd,beginthebeguine,0,0
16,sadness,youdbesonice,0,0
17,twilightwaltz,calledlove,0,0
18,motheranddad,nearyou,0,0
19,thehappywhistler,sanfranciscobrewingad,0,0
20,mygodandi,mygodanditwo,0,0
21,goodnight,whilewedream,0,0
22,rendezvous,idreamed,0,0
23,mizpahshalom,shalom,0,0
24,evangelimann,mitternachtstango,0,0
25,mojoworkout,gotmymojoworking,0,0
26,sognonostalgico,girlinthedark,0,0
27,hessofine,mysweetlord,0,0
28,jeanniemichele,themeatimetolove,0,0
29,keeponsinging,keeponsingingtwo,0,0
30,dirlada,loopdilove,0,0
31,letitend,howdeepisyourlove,0,0
32,pourtoi,feelings,0,0
33,uncantoagalicia,bisschenfrieden,0,0
34,lifeisarock,menusong,0,0
35,es,hey,0,0
36,tillyou,phantomoftheopera,0,0
37,ithinkaboutyou,ithinkaboutyoutwo,0,0
38,greengrassgrows,superstring,0,0
39,whereareyounow,whereareyou,0,0
40,gehtsparkasse,begood,0,0
41,heartbeat,getoveryou,0,0
42,gumtree,downunder,0,0
43,blessees,janine,0,0
44,reich,niveau,0,0
