N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,3,3
1,light_myLife,lady_divine_pt3,3,3
2,chatterbox_carew,chatterbox_jerome,2,2
3,prelude,dakota,1,1
4,sadness,youdbesonice,3,3
5,motheranddad,nearyou,2,2
6,goodnight,whilewedream,2,2
7,rendezvous,idreamed,0,0
8,mizpahshalom,shalom,3,3
9,mojoworkout,gotmymojoworking,6,6
10,daybyday,themetodayshow,1,1
11,keeponsinging,keeponsingingtwo,6,6
12,dirlada,loopdilove,1,1
13,greengrassgrows,superstring,3,3
14,whereareyounow,whereareyou,0,0
15,gehtsparkasse,begood,5,5
16,heartbeat,getoveryou,5,5
17,blessees,janine,3,3
