N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,9,9
1,light_myLife,lady_divine_pt2,9,9
2,light_myLife,lady_divine_pt3,9,9
3,confessing,starlight,9,9
4,o_gladsome,o_light,9,9
5,lady_love,word_warning,9,9
6,old_eli,someday_prince,9,9
7,kansas,roses,7,7
8,kalamazoo_arnstein,kalamazoo_warren,9,9
9,prelude,dakota,6,6
10,vagyok,perhaps,9,9
11,shepherd,beginthebeguine,9,9
12,motheranddad,nearyou,9,9
13,muehlebachbeersmith,timeformuehlebach,9,9
14,hessofine,mysweetlord,6,6
15,keeponsinging,keeponsingingtwo,9,9
16,pourtoi,feelings,9,9
17,uncantoagalicia,bisschenfrieden,9,9
18,es,hey,9,9
19,greengrassgrows,superstring,9,9
20,heartbeat,getoveryou,1,1
21,gumtree,downunder,9,9
22,blessees,janine,9,9
