N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,5,5
1,light_myLife,lady_divine_pt2,5,5
2,light_myLife,lady_divine_pt3,5,5
3,confessing,starlight,5,5
4,o_gladsome,o_light,5,5
5,lady_love,word_warning,5,5
6,whisper,wishing_song,5,5
7,old_eli,someday_prince,5,5
8,kansas,roses,6,6
9,kalamazoo_arnstein,kalamazoo_warren,5,5
10,prelude,dakota,6,6
11,vagyok,perhaps,5,5
12,shepherd,beginthebeguine,5,5
13,motheranddad,nearyou,5,5
14,muehlebachbeersmith,timeformuehlebach,5,5
15,keeponsinging,keeponsingingtwo,5,5
16,pourtoi,feelings,5,5
17,uncantoagalicia,bisschenfrieden,5,5
18,es,hey,5,5
19,greengrassgrows,superstring,5,5
20,whereareyounow,whereareyou,6,6
21,heartbeat,getoveryou,0,0
22,gumtree,downunder,5,5
23,blessees,janine,5,5
