N,Song1,Song2,Algo,Embedding,Perc
0,light_myLife,lady_divine_pt3,MiniBatch1000,300,8.7
1,light_myLife,lady_divine_pt3,MiniBatch1000,100,5.8
2,light_myLife,lady_divine_pt3,MiniBatch1000,200,31.88
3,light_myLife,lady_divine_pt3,MiniBatch1000,50,26.09
4,light_myLife,lady_divine_pt3,MiniBatch1000,150,2.9
