N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,4,4
1,does_anybody,bali,3,3
2,chatterbox_carew,chatterbox_jerome,3,3
3,whisper_to_me,itallcomes,1,1
4,prelude,dakota,2,2
5,motheranddad,nearyou,4,4
6,mygodandi,mygodanditwo,2,2
7,evangelimann,mitternachtstango,1,1
8,mojoworkout,gotmymojoworking,1,1
9,sognonostalgico,girlinthedark,3,3
10,hessofine,mysweetlord,2,2
11,jeanniemichele,themeatimetolove,4,4
12,daybyday,themetodayshow,2,2
13,dirlada,loopdilove,3,3
14,pourtoi,feelings,4,4
15,gehtsparkasse,begood,2,2
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
18,reich,niveau,3,3
