N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,5,5
1,lady_love,word_warning,3,3
2,does_anybody,bali,1,1
3,chatterbox_carew,chatterbox_jerome,1,1
4,prelude,dakota,2,2
5,motheranddad,nearyou,3,3
6,mygodandi,mygodanditwo,2,2
7,rendezvous,idreamed,2,2
8,evangelimann,mitternachtstango,0,0
9,mojoworkout,gotmymojoworking,10,10
10,sognonostalgico,girlinthedark,1,1
11,daybyday,themetodayshow,2,2
12,dirlada,loopdilove,1,1
13,pourtoi,feelings,5,5
14,greengrassgrows,superstring,5,5
15,gehtsparkasse,begood,7,7
16,heartbeat,getoveryou,7,7
17,blessees,janine,7,7
18,reich,niveau,1,1
