N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,7,7
1,does_anybody,bali,2,2
2,prelude,dakota,4,4
3,thehappywhistler,sanfranciscobrewingad,4,4
4,mygodandi,mygodanditwo,4,4
5,evangelimann,mitternachtstango,3,3
6,mojoworkout,gotmymojoworking,0,0
7,hessofine,mysweetlord,4,4
8,jeanniemichele,themeatimetolove,1,1
9,daybyday,themetodayshow,4,4
10,ithinkaboutyou,ithinkaboutyoutwo,1,1
11,gehtsparkasse,begood,3,3
12,heartbeat,getoveryou,3,3
13,blessees,janine,3,3
14,reich,niveau,2,2
