N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,5,5
1,does_anybody,bali,0,0
2,old_eli,someday_prince,4,4
3,whisper_to_me,itallcomes,1,1
4,prelude,dakota,3,3
5,motheranddad,nearyou,4,4
6,rendezvous,idreamed,5,5
7,evangelimann,mitternachtstango,1,1
8,hessofine,mysweetlord,3,3
9,daybyday,themetodayshow,3,3
10,letitend,howdeepisyourlove,4,4
11,pourtoi,feelings,3,3
12,greengrassgrows,superstring,3,3
13,gehtsparkasse,begood,1,1
14,heartbeat,getoveryou,1,1
15,blessees,janine,1,1
16,reich,niveau,0,0
