N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt2,1,1
2,light_myLife,lady_divine_pt3,1,1
3,confessing,starlight,1,1
4,lady_love,word_warning,0,0
5,chatterbox_carew,chatterbox_jerome,0,0
6,kansas,roses,0,0
7,whisper_to_me,itallcomes,0,0
8,kalamazoo_arnstein,kalamazoo_warren,0,0
9,prelude,dakota,0,0
10,vagyok,perhaps,0,0
11,shepherd,beginthebeguine,0,0
12,thehappywhistler,sanfranciscobrewingad,0,0
13,goodnight,whilewedream,0,0
14,rendezvous,idreamed,0,0
15,mojoworkout,gotmymojoworking,0,0
16,hessofine,mysweetlord,1,1
17,keeponsinging,keeponsingingtwo,0,0
18,letitend,howdeepisyourlove,0,0
19,pourtoi,feelings,0,0
20,uncantoagalicia,bisschenfrieden,0,0
21,es,hey,1,1
22,ithinkaboutyou,ithinkaboutyoutwo,1,1
23,greengrassgrows,superstring,1,1
24,whereareyounow,whereareyou,1,1
25,heartbeat,getoveryou,0,0
26,blessees,janine,0,0
