N,Song1,Song2,Algo,Embedding,Perc
0,pourtoi,feelings,BIRCH,300,0.0
1,pourtoi,feelings,BIRCH,100,0.0
2,pourtoi,feelings,BIRCH,200,2.9
3,pourtoi,feelings,BIRCH,50,0.0
4,pourtoi,feelings,BIRCH,150,14.49
