N,Song1,Song2,Algo,Embedding,Perc
0,mygodandi,mygodanditwo,BIRCH,300,1.45
1,mygodandi,mygodanditwo,BIRCH,100,4.35
2,mygodandi,mygodanditwo,BIRCH,200,0.0
3,mygodandi,mygodanditwo,BIRCH,50,0.0
4,mygodandi,mygodanditwo,BIRCH,150,0.0
