N,Song1,Song2,Algo,Embedding,Perc
0,vagyok,perhaps,BIRCH,300,0.0
1,vagyok,perhaps,BIRCH,100,2.9
2,vagyok,perhaps,BIRCH,200,37.68
3,vagyok,perhaps,BIRCH,50,2.9
4,vagyok,perhaps,BIRCH,150,0.0
