N,Song1,Song2,Algo,Embedding,Perc
0,prelude,dakota,Spectral,300,10.14
1,prelude,dakota,Spectral,100,24.64
2,prelude,dakota,Spectral,200,86.96
3,prelude,dakota,Spectral,50,17.39
4,prelude,dakota,Spectral,150,26.09
