N,Song1,Song2,Algo,Embedding,Perc
0,gumtree,downunder,Spectral,300,10.14
1,gumtree,downunder,Spectral,100,4.35
2,gumtree,downunder,Spectral,200,5.8
3,gumtree,downunder,Spectral,50,23.19
4,gumtree,downunder,Spectral,150,10.14
