N,Song1,Song2,Algo,Embedding,Perc
0,vagyok,perhaps,Spectral,300,4.35
1,vagyok,perhaps,Spectral,100,13.04
2,vagyok,perhaps,Spectral,200,1.45
3,vagyok,perhaps,Spectral,50,2.9
4,vagyok,perhaps,Spectral,150,2.9
