N,Song1,Song2,Algo,Embedding,Perc
0,o_gladsome,o_light,Spectral,300,4.35
1,o_gladsome,o_light,Spectral,100,0.0
2,o_gladsome,o_light,Spectral,200,1.45
3,o_gladsome,o_light,Spectral,50,13.04
4,o_gladsome,o_light,Spectral,150,11.59
