N,Song1,Song2,Algo,Embedding,Perc
0,light_myLife,lady_divine_pt1,Spectral,300,11.59
1,light_myLife,lady_divine_pt1,Spectral,100,4.35
2,light_myLife,lady_divine_pt1,Spectral,200,0.0
3,light_myLife,lady_divine_pt1,Spectral,50,0.0
4,light_myLife,lady_divine_pt1,Spectral,150,17.39
