N,Song1,Song2,Algo,Embedding,Perc
0,twilightwaltz,calledlove,Spectral,300,11.59
1,twilightwaltz,calledlove,Spectral,100,4.35
2,twilightwaltz,calledlove,Spectral,200,1.45
3,twilightwaltz,calledlove,Spectral,50,8.7
4,twilightwaltz,calledlove,Spectral,150,11.59
