N,Song1,Song2,Cluster_1,Cluster_2
0,old_eli,someday_prince,8,8
1,prelude,dakota,3,3
2,messiah,fence,4,4
3,shepherd,beginthebeguine,4,4
4,sadness,youdbesonice,4,4
5,mygodandi,mygodanditwo,4,4
6,goodnight,whilewedream,4,4
7,mizpahshalom,shalom,4,4
8,mojoworkout,gotmymojoworking,8,8
9,hessofine,mysweetlord,4,4
10,keeponsinging,keeponsingingtwo,4,4
11,dirlada,loopdilove,3,3
12,letitend,howdeepisyourlove,4,4
13,uncantoagalicia,bisschenfrieden,4,4
14,ithinkaboutyou,ithinkaboutyoutwo,3,3
15,greengrassgrows,superstring,0,0
16,heartbeat,getoveryou,1,1
17,blessees,janine,6,6
