N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,8,8
1,prelude,dakota,11,11
2,mygodandi,mygodanditwo,5,5
3,mizpahshalom,shalom,5,5
4,mojoworkout,gotmymojoworking,2,2
5,hessofine,mysweetlord,5,5
6,keeponsinging,keeponsingingtwo,5,5
7,dirlada,loopdilove,11,11
8,letitend,howdeepisyourlove,5,5
9,uncantoagalicia,bisschenfrieden,5,5
10,ithinkaboutyou,ithinkaboutyoutwo,11,11
11,gehtsparkasse,begood,8,8
12,heartbeat,getoveryou,5,5
13,blessees,janine,12,12
14,reich,niveau,7,7
