N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,5,5
1,does_anybody,bali,6,6
2,alla_rancho,el_rancho_anonymous,6,6
3,chatterbox_carew,chatterbox_jerome,6,6
4,kansas,roses,6,6
5,amothersprayer,myownsweet,7,7
6,motheranddad,nearyou,7,7
7,goodnight,whilewedream,8,8
8,rendezvous,idreamed,7,7
9,keeponsinging,keeponsingingtwo,9,9
10,dirlada,loopdilove,5,5
11,ithinkaboutyou,ithinkaboutyoutwo,4,4
12,greengrassgrows,superstring,10,10
13,gehtsparkasse,begood,2,2
14,heartbeat,getoveryou,2,2
15,blessees,janine,2,2
