N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,prelude,dakota,2,2
5,amothersprayer,myownsweet,4,4
6,motheranddad,nearyou,4,4
7,goodnight,whilewedream,12,12
8,rendezvous,idreamed,4,4
9,hessofine,mysweetlord,12,12
10,keeponsinging,keeponsingingtwo,0,0
11,dirlada,loopdilove,14,14
12,greengrassgrows,superstring,16,16
13,heartbeat,getoveryou,15,15
14,blessees,janine,3,3
15,reich,niveau,7,7
