N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,3,3
1,does_anybody,bali,7,7
2,prelude,dakota,2,2
3,amothersprayer,myownsweet,6,6
4,thehappywhistler,sanfranciscobrewingad,2,2
5,mygodandi,mygodanditwo,2,2
6,hessofine,mysweetlord,2,2
7,jeanniemichele,themeatimetolove,3,3
8,daybyday,themetodayshow,2,2
9,pourtoi,feelings,3,3
10,tillyou,phantomoftheopera,3,3
11,ithinkaboutyou,ithinkaboutyoutwo,3,3
12,gehtsparkasse,begood,1,1
13,heartbeat,getoveryou,1,1
14,blessees,janine,1,1
15,reich,niveau,7,7
