N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,6,6
1,does_anybody,bali,3,3
2,old_eli,someday_prince,0,0
3,whisper_to_me,itallcomes,4,4
4,vagyok,perhaps,2,2
5,amothersprayer,myownsweet,2,2
6,motheranddad,nearyou,6,6
7,thehappywhistler,sanfranciscobrewingad,1,1
8,goodnight,whilewedream,4,4
9,rendezvous,idreamed,2,2
10,evangelimann,mitternachtstango,4,4
11,jeanniemichele,themeatimetolove,6,6
12,daybyday,themetodayshow,2,2
13,letitend,howdeepisyourlove,4,4
14,pourtoi,feelings,6,6
15,ithinkaboutyou,ithinkaboutyoutwo,6,6
16,gehtsparkasse,begood,4,4
17,heartbeat,getoveryou,4,4
18,blessees,janine,4,4
19,reich,niveau,3,3
